text,salary_benefits,training_learning,management_leadership,culture_environment,office_workspace,work_hours_workload,career_growth_opportunities,process_policies,hr_recruitment,project_technology,job_security,general,company,reviewer_id
"Haizz , tui làm nhân_viên điều_hành ở 1 bưu_cục lớn , mà nói_thẳng ra lương lậu rất mập_mờ , làm từ 8 h sáng tới 8 h_tối mà lương 10 tr mng thấy xứng không ?_Bắt đi sale khách_hàng sử_dụng dịch_vụ trong khi toàn bán cho bên thứ 3 phát ở những tuyến huyện , tỉnh , rồi hay mất_thư để khách khiếu_nại miết . Tiền thì mập_mờ , không rõ_ràng , chuyển tiền_lương cho nhân_viên ghi thanh_toán lương mà thực_ra phải chuyển trả lại cho trưởng bưu_cục ? ?_Ủa có mắc cười quá_ôn_dạ ? Rồi tết lành được 1 cục , xong bị bắt chuyển phân_nửa tiền lại cho giám_đốc vùng ( lãnh 20 tr phải trả lại 10 tr ) ? ? Rồi ha , hiểu ha , ăn_chặn tiền nhân_viên mà sống vẫn tốt ghê . Ai có ý_định làm ở đây thì đọc những dòng này của tui , tui k muốn mọi người thất_vọng như tui .",2,0,2,0,0,2,0,2,0,0,0,0,247 Express,2f42c6
Treo đầu dê bán thịt chó là cty này ! !,0,0,0,0,0,0,0,0,0,0,0,2,247 Express,6793ca
"Công_ty được_cái mác màu mè lúc phỏng_vấn , nhưng không cung_cấp thông_tin rõ_ràng đầy_đủ . Vào làm thì cày như trâu , còn sống bền thì phụ_thuộc vào độ nịnh_sếp . Né ra nếu không muốn có những trải_nghiệm ko tốt .",0,0,2,2,0,2,0,0,2,0,0,0,247 Express,dec4d1
"Phòng ban lập ra để cho vui , - Phòng chất_lượng thì chỉ để lập bb , không có bất_kì 1 phương_án nào đưa ra , đưa 1 đứa học chưa hết cấp 2 để làm chuyên_viên kiểm_soát chất_lượng , ăn_tiền của bc để không bị biên_bản . - phòng kế_toán thì chỉ tìm cách để không thanh_toán HD , về nghiệp_vụ ai mà rành đòi làm đúng ngay từ đầu . - phòng nhân_sư chỉ luôn thấy nhiều người để cắt bớt_biên , quà tặng 500 k mà chỉ có 1 chai lăn_nách và 1 chai xà_bông gội đầu . Về định_hướng các sếp thì rất hay nhưng người thực_thi lại không đúng ,",2,0,2,2,0,0,0,2,0,0,2,0,247 Express,810aa2
"Công_ty thì cùi mía , đi làm thì áp_KPI trong 2 tháng thử việc , lương thì bèo_bọt , trễ tới trễ lội . Đi trễ_tí thì phạt liền .",2,0,0,0,0,0,0,2,0,0,0,2,247 Express,ece58c
"Khối_lượng công_việc khổng_lồ , làm_việc cho 247 là chạy_đua với thời_gian , mọi lộ_trình giao_thư lấy thư đều tính bằng phút :))) Ban_đầu thấy lương trên 10 tr , nghỉ CN NHƯNG khi vào làm chính_thức thấy công_sức bỏ ra chả_đáng , 1 ngày làm 12 tiếng , giờ nghỉ trưa có_khi bị ăn_gian bắt làm thêm , tối cũng về muộn 8-9_h , làm 1 năm mới được kí bảo_hiểm = & gt ; lương max 13 tr :)))) , đi du_lịch công_ty rất sang chảnh , trưa nay đi trưa mai về ạ :))) Khi còn làm còn trích tiền bưu_cục tổ_chức sinh_nhật rồi tiền target của tháng đó cũng được chia chứ tới lúc báo nghỉ thì bạn còn cái nịt , tôi làm 3 tháng không lương quải quá tới tháng thứ 4 xin nghỉ thì giam tiếp 20 ngày :))) còn con mụ quản_lí bưu_cục thì hách_dịch , thái_độ với khách_hàng , ý có chồng làm cấp trên nên quành_hành , nói_chung là cty như l , xem nhân_viên là công_cụ robot , còn làm còn sạc_pin chứ kh xài đc nửa thì vứt th :)))",2,0,2,2,0,2,0,2,0,0,2,0,247 Express,a844e1
"Làm dịch_vụ chuyển phát nhanh mà tổng_gọi tổng_đài không đc , ngoài giờ_hành_chính , ngày lễ . Vậy làm dịch_vụ làm gì",0,0,0,0,0,0,0,2,0,0,0,0,247 Express,bb72cf
"làm_việc tù_túng , nói_chung không phù_hợp để phát_triển",0,0,0,2,0,0,2,0,0,0,0,0,2NF Software,8caad6
"công_ty nào cũng có điểm tốt điểm xấu . thứ nhất mình đọc có cmt nói là "" bắt nhân_viên phải lau sàn "" ? không phải là bắt làm như lao_công . các bạn nói méo biết suy_nghĩ gì . 1 tuần 1 lần , chả riêng nhân_viên mà cả sếp cũng thế , chia công_ty thành các team nhỏ tầm 3-4 người , mỗi người 1 công_việc . vừa là để giao_lưu với nhau , vừa tạo điều_kiện để các sếp gần_gũi hơn với nhân_viên . có dăm_ba cái lau nhà qua qua với đi lau bàn thôi mà cứ làm như ai bắt làm gì kinh_khủng lắm . điểm cộng_cực lớn là các sếp cực_kỳ thân_thiện , quan_tâm nhân_viên . đương_nhiên môi_trường công_ty nhỏ , đang phát_triển có nhiều thứ không_thể bằng các công_ty to được . nhưng_mà quan_trọng là cái môi_trường tạo cảm_giác vui_vẻ thoải_mái cho bạn nhé . OT 15 p thôi cũng được trả tiền chứ đừng có nói không sòng_phẳng . còn công_ty nào chẳng có lúc bận lúc rảnh , OT là chuyện bình_thường . đọc cmt toàn người chây_lười , dăm_ba cái OT tí_tẹo mà gầm_gào cả lên . nghe thấy phát mệt .",1,0,1,1,0,3,0,1,0,0,0,3,2NF Software,2d3178
"công_ty siêu_xịn xò , mỗi tội lương thấp , OT triền_miên với môi_trường làm_việc siêu_tù làm cho dev tụt_hậu",2,0,0,2,0,2,2,0,0,0,0,1,2NF Software,1f9e92
"công_ty rẻ_rách , OT_đéo được lương , cuối tuần thì OT_x1 . vào công_tý này xác_định là bị bán sang công_ty khác constie , khổ hơn chó nhé . đừng bao_giờ nộp cv vào công_ty này nếu không muốn hối_hận .",2,0,0,0,0,2,0,2,0,0,0,2,2NF Software,36caba
"mình thấy môi_trường làm_việc rất chuyên_nghiệp , thân_thiện . sếp gần_gũi và quan_tâm nhân_viên . đội_ngũ nhân_viên trẻ , năng_động . công_ty luôn tạo cơ_hội cho nhân_viên được học_hỏi cái mới . lương_thưởng và chế_độ làm mình khá hài_lòng . công_ty còn thường_xuyên tổ_chức teambuilding và happyhour giúp nhân_viên có thời_gian giải_tỏa căng_thẳng và giúp mọi người thêm gần_gũi và hiểu nhau hơn .",1,1,1,1,0,0,0,0,0,0,0,0,2NF Software,2b6f34
"công_ty hay nợ lương , còn có việc cắt_giảm lương , tuyển vào xong không có dự_án bán đi onsite tứ_tung , dự_án lởm chất_lượng thấp , project_manager thì thiếu năng_lực , ông bên od thì ghê_gớm xin nghỉ_việc thì thái_độ lồi lõm",2,0,2,0,0,0,0,2,0,2,0,0,2NF Software,111469
"công_ty cỏ , đời nãy vẫn toàn dùng laravel với win form , test thì trên cả win 7 , lac_hậu . lương cùi , cả công_ty 30 người không ai trên 700 $ , né luôn không hối_hận",2,0,0,0,0,0,0,0,0,2,0,2,2NF Software,a381c9
công_ty này mọi người nên né ra nhé . 1 sao cũng không đáng nữa là,0,0,0,0,0,0,0,0,0,0,0,2,2NF Software,d4ee1e
"mình đã từng làm ở đây 1.5 năm nên có chút review như sauưu_điểm : môi_trường làm_việc thoải_mái thân thiện2 sếp tốt , nhiệt_tình , quan_tâm nhân_viên , tạo điều_kiện để nhân_viên phát triểnnhược điểm : khối_lượng cv nhiều , hay phải OT.lương trung_bình thấp1 tuần trực_nhật 1 lầnkhó lên được cao vì ở đây bộ khung pm , leader đã định_hình rồi . -- & gt ; nói_chung làm cũng tạm được nhưng không nên gắn_bó lâu_dài",2,0,1,1,0,2,2,0,0,0,0,2,2NF Software,56fcab
"công_ty như cc , ngó thanh_lọc cơ_thể nơi rồi :)) mục_tiêu đòi cho được 300 người 500 người :)) 3 người 5 người còn chưa có ngáp lên ngáp xuống còn nổ :))",0,0,0,0,0,0,0,0,2,0,0,2,3S Intersoft,97cfec
"Cty outsource_tuyển 1 đường vào làm 1 nẻo , hết java rồi python odoo , xong lại nhảy qua ts blaba trong khi tuyển vào php",0,0,0,0,0,0,0,0,2,2,0,0,3S Intersoft,d07809
"Làm ở đây 1 thời_gian thấy mọi người nhận_xét cũng nhiều thì mình cũng nhận_xét : Điểm tốt : - Khá tốt cho mấy người chưa có kinh_nghiệmĐiểm xấu : - Bù lại thì nếu có kinh_nghiệm thì không được coi_trọng nên mọi người nghỉ khá nhiều - BOD không quan_tâm nhân_viên , hứa này hứa nọ rồi cũng kệ - Không đặt nặng ot nhưng task phải đúng giờ , do estimate thấp quá làm nhân_viên ot nhiều ( đợt này do covid nên ít việc hơn ) , làm không có lợi_ích gì . Còn các vấn_đề khác mình thấy bình_thường trừ việc lễ lượt gì cũng chả có gì ngay cả tết_dương_lịch Và thấy người hà_nội hơi tự cao , về huế thì nên coi_trọng huế chút dù họ không có năng_lực bằng , cứ tỏ_vẻ ta đây thì mọi người chỉ giao_lưu ngoài mặt thôi .",2,1,2,2,0,2,0,2,0,0,0,0,3S Intersoft,6f5476
"Công_ty lợi_dụng được thì sống không lợi_dụng được hay phản_kháng thì bay . Thích thì giữ không thích thì đuổi bằng "" chọn_lọc tự_nhiên "" và "" không phù_hợp văn_hóa "" ? với quản_lý huế giả tạo sống hai mặt với nhân_viên và khách_hàng . Quy_trình không có gì ngoài thiếu chuyên_nghiệp . Lương và benefits không cao hay nói_thẳng là cực_kỳ kém . Các bạn apply cân_nhắc thật kỹ xem có muốn thử sức với "" chọn_lọc tự_nhiên "" một lần trong đời hay không .",2,0,2,2,0,0,0,2,0,0,2,0,3S Intersoft,986a77
"CTO trông giống khá bảnh . Nói thì hay chứ làm thì như cức ấy . Việc học là tự_nguyện , sao lại bắt ae_học để lấy đủ tháng lương thứ 13 , thấy sida quá nên out rồi",2,2,2,0,0,0,0,2,0,0,0,0,3S Intersoft,a1c915
Hr tuyển_dụng thiếu chuyên_nghiệp . Rank lương 10 - 30 nhưng thường đc offer 10 tr . Ae té gấp,2,0,0,0,0,0,0,0,2,0,0,0,3S Intersoft,7f1633
Test qua hết . Phỏng_vấn cũng ok . Mình chỉ yêu_cầu lương 10 tr . Vậy sau vài ngày . Cty đánh_giá cao kỹ_năng và kinh_nghiệm của bạn . Nhưng rất tiếc_ko có vị_trí phù_hợp ? ? ? ? ? ? . Chừng đó thôi cũng không đáp_ứng đc,2,0,0,0,0,0,0,0,2,0,0,0,3S Intersoft,09e584
"Từng làm một thời_gian ở đây , cũng gọi_là có kỷ_niệm , mình review : Ưu_điểm : - có du_lịch hàng năm ( 4,5 củ ) - Co_thưởng dự_án ( thời_gian mình làm thưởng kiểu hương_hoa ) - thưởng tháng 13 ( trừ 10 % bảo_hiểm , trừ tiếp 1/3 tháng nếu ko hoang_thành khóa_học bắt_buộc , theo mình là khóa_học làm màu ) - quà tết là hai trai nước_mắm - có Happy_hour ( ngày thường là 500 k , sinh_nhật là 1,5 củ ) người đông nên đồ_ăn rất hương_hoa - chỗ ngồi thoải_mái , tầng 3 tòa kim_ánh - làm 9 h đến 12 h , chiều 1 h đến 6 hNhược_điểm : - lương đầu_vào thấp và tăng chậm , thường là 500 k / 1 lần / 1 năm - dự_án outsource_nhật là chủ_yếu , trao_đổi qua comtor nhiều luc rất khó_chịu , dự_án thay_đổi công_nghệ liên_tục , thường là dự_án bé , dự_án lớn làm OT sấp ml . - bên outsource OT thường ko có tiền , làm đúng dạng sấp_ml , quy_trình lủng_củng , logtimesheet , deploy , server ... nhiều lúc loạn_xị ngầu gây ức_chế . - rất ít hoạt_động , đợt mình ơ đây cả năm có một hai lần 1 lần sumup , còn gần như ko có hoạt_động gì , công_việc lặp lại 365 ngay như một chán_vo cùng . - người có kinh_nghiệm thường làm một thời_gian rồi ra đi , cty chủ_yếu fresher người ra_vào như đi chợ , nên dự_án to có kinh_nghiệm làm gần như là sấp ml . - report qua nhiều cấp nhiều khi làm sai_lệch thông_tin - anh_em chơi với nhau nhạt vô_cùng , hơi coi_thường mấy đứa thực_tập fresher . Giờ thì ko biết ntn , team nọ ko biết team kia . Môi_trường bên này biến_động rất lớn do các xếp tư_tưởng ko làm thì nghỉ , nhiều lúc hết dự_án cho đi bán qua cty khác , hoặc phải học ngôn_ngữ mới_tinh . Nhiều chế_độ bất_cập . Mình thấy vào cày kiến_thức thì ok nếu tầm 1,2 năm kinh_nghiệm rồi , còn chế_độ ở đây ko tốt lắm",2,2,2,2,1,2,2,2,0,2,2,0,3S Intersoft,2a9d2d
"Nói_chung là vào làm rồi mới biết đến cái trang này và mọi người ạ , thực_sự mọi đánh_giá ở đây theo t thấy và trải_nghiệm thì đều đúng hết đấy , ko phải bịa_đặt hay gắp đá bỏ tay người đâu .",0,0,0,0,0,0,0,0,0,0,0,2,3S Intersoft,de6775
Cỗ máy xay thịt theo đúng nghĩa .,0,0,0,0,0,2,0,0,0,0,0,0,3S Intersoft,ab792e
"khuyên bạn nào định thực_tập ở đây hay làm thi đừng nên . trc thực_tập ở đây yêu_cầu thì cao mà vào thì chốt câu thực_tập k lương vào chính_thức lương 6,5_tr 1 tuần thấy văn_hóa xida coi_thường thực_tập té gấp . phỏng_vấn chỗ khác pass lương trên chục củ nghĩ_lại thấy chỗ này nó tệ_vl .",2,0,0,2,0,0,0,0,0,0,0,0,3S Intersoft,cda1c2
chốt 1 câu công_ty tệ nhất từng làm .,0,0,0,0,0,0,0,0,0,0,0,2,3S Intersoft,5acdef
Thích_hợp cho các bạn sinh_viên try hard . Môi_trường mọi người đồng_nghiệp sếp thì cũng vui_vẻ . Nhưng các bạn sẽ bị hút máu nhiều vì chính_sách đãi_ngộ ko được tốt_co kéo từng đồng . Cũng làm từ sinh_viên sau một thời_gian nghĩ_lại cũng là 1 khoảng thời_gian đẹp nhưng thứ bạn nhận được ở công_ty ko phải là tiền mà là sự trưởng_thành hơn trong công_việc thôi .,2,1,1,1,0,0,0,0,0,0,0,0,3S Intersoft,6d9cd9
Trc thực_tập ở cty này phải nói là văn_hóa cty như cc.cheo đầu dê bán thịt chó tiền_nong thì lằng_nhằng . đám sinh_viên thực_tập bị phân_biệt đối_xử vl đến cty như k tồn_tại cũng chả_học đc_néo gì ở cty .,2,2,0,2,0,0,0,0,0,0,0,0,3S Intersoft,26918a
"Các xếp coi ae như "" người_nhà "" dev làm 4 năm xin nghỉ buổi sáng chiều cho bay màu luôn",0,0,2,1,0,0,0,0,0,0,0,0,3S Intersoft,1628cb
"Thỉnh_thoảng lại thấy có người biến mất , chắc nghỉ_việc , k biết ở lại có_học được gì thêm không ?",0,2,0,0,0,0,0,0,0,0,2,0,3S Intersoft,0162ec
"Thấy mấy đánh_giá ác_cảm quá nên cũng bon_chen . Đánh_giá sau một thời_gian làm_việc không dài cũng không ngắn : Được : - Lương_ổn với fresher - Mọi người_thân_thiện , không thấy tình_trạng nịnh_nọt , bợ_đít như một_số công_ty . - HR thân_thiện , dễ gần , không độc_tài . Không được : - Không đồ_ăn vặt free_:)) - Những điểm xấu chung của các công_ty outsource ( OT. .. ) ---- Không thấy tình_trạng sếp không thân_thiện , không muốn nói là cũng khá dễ nói_chuyện , không có ranh_giới chủ_tớ . Cũng có_thể tùy người , em không bị sếp ghét =))",1,0,1,1,0,2,0,0,1,0,0,0,3S Intersoft,05a88b
Đánh_giá nhân_viên theo cảm_tính . Một_khi đã bị ghét thì cố_gắng đến mấy cũng bị đánh_giá thấp .,0,0,2,0,0,0,2,0,0,0,0,0,3S Intersoft,fcfdd3
"Sếp k thân_thiện , giả_tạo , hết việc là đuổi thẳng cổ . :))",0,0,2,0,0,0,0,0,0,0,2,0,3S Intersoft,6dc73b
"văn_phòng rộng_rãi , có khu giải_trí cho nhân_viên .",0,0,0,0,1,0,0,0,0,0,0,0,3S Intersoft,1d70f9
"Công_ty thì các sếp cũng cố_gắng chăm_lo cho ae nhiều nhất có_thể . Nhưng chưa có tầm và đẳng_cấp nên chỉ lấy được những dự_án làng_nhàng , OT nhiều , thế nên cũng chỉ tuyển được phần_lớn là fresher",0,0,3,0,0,2,0,0,2,2,0,0,3S Intersoft,5c7f81
"Ở đây , những đóng_góp cống_hiến không được ghi_nhận .",0,0,2,0,0,0,0,0,0,0,0,0,3S Intersoft,d19fe2
"Vô_tình vào uninstall mới phát_hiện ra có phần_mềm lạ tên là veyon được cài sẵn , search ra mới biết là chương_trình theo_dõi màn_hình làm_việc . Cho_nên ae đừng nói_xấu các sếp hay xem xxx trong giờ làm_việc nhé , té gấp đây :)",0,0,0,2,0,0,0,2,0,0,0,0,3S Intersoft,1b4c8e
phỏng_vấn xong chả thèm gửi mail phản_hồi . ứng tuyển nodejs / nestjs mà đưa bài test angularhr là bộ_mặt của công_ty mà hr như cc thì công_ty cũng vậyThân gửi 3 si đà_nẵng,0,0,0,0,0,0,0,0,2,0,0,0,3S Intersoft,159b95
"Đừng có spam tuyển_dụng nữa , spam từ mùa này sang mùa khác , làm tốn thời_gian của ứng_viên",0,0,0,0,0,0,0,0,2,0,0,0,3S Intersoft,95ae02
đăng cho có để gom cv thôi chứ k_tuyển gì đâu,0,0,0,0,0,0,0,0,2,0,0,0,3S Intersoft,b191e0
"Cong_ty co_deo du_an dau , tuyen_dung cai_deo gi tuyen_dung hoai = ) ) , spam it thoi",0,0,0,0,0,0,0,0,2,2,0,0,3S Intersoft,4dc1b9
"Với các bạn fresher thì mức lương 7 tr khá ổn , nhưng cẩn_thận kẻo dễ bị ép xuống thấp hơnmỗi năm chỉ review lương đúng 1 lần và chỉ tăng 10 % đừng tin những lời hứa thưởng bù vào lương , thay_vì tăng lương thì hứa có thưởng các kiểu nhưng rồi không có",2,0,0,0,0,0,0,2,0,0,0,0,3S Intersoft,e5c877
"trước mình phỏng_vấn vào đây vì gần nhà và thấy vp cũng ok nghe a_leader nói dự_án làm về ví_điện_tử liên_kết với bên game funtap ( 9 pay tách ra làm riêng ) về game gì đó , thấy phỏng_vấn cũng ok mà sau cũng không thấy báo kết_quả gì mình nhớ phỏng_vấn khoảng & gt ; 1,5_h thì phải . cũng may sau đó mình tìm dk chỗ khác thấy lương lậu cũng ổn còn dk làm vs không nước_ngoài nên không bị mai_một t , a",0,0,0,0,1,0,0,0,2,3,0,0,9PAY,2bbdbe
